income,loan_amount,debt_ratio,credit_score,years_employed,collections_flag,default
67500.0,13000.0,0.199,815.0,11.7,0,0
53000.0,23100.0,0.089,737.0,5.2,0,0
38600.0,21600.0,0.041,696.0,6.1,0,0
43500.0,12700.0,0.306,633.0,2.8,1,1
85400.0,31200.0,0.225,639.0,4.7,1,1
113400.0,20100.0,0.194,761.0,2.8,0,0
67300.0,14400.0,0.23,682.0,0.4,0,0
83300.0,24400.0,0.222,710.0,3.8,0,0
87300.0,38500.0,0.201,761.0,5.1,0,0
38400.0,13200.0,0.082,632.0,0.6,0,0
32200.0,16900.0,0.241,662.0,10.0,0,0
60900.0,28900.0,0.144,651.0,6.9,0,0
32000.0,12300.0,0.08,648.0,7.7,0,0
56400.0,17900.0,0.313,604.0,5.0,0,0
37000.0,14000.0,0.125,652.0,2.2,0,0
49800.0,15800.0,0.255,649.0,2.1,1,1
47700.0,15900.0,0.055,649.0,5.9,0,0
74400.0,18800.0,0.132,638.0,10.3,0,0
49400.0,9200.0,0.059,767.0,3.5,0,0
41500.0,24200.0,0.115,701.0,2.5,0,0
63100.0,7800.0,0.082,,5.5,1,1
175200.0,22000.0,0.277,710.0,3.5,1,1
73700.0,11400.0,0.186,677.0,3.5,0,0
31400.0,9400.0,0.136,604.0,7.3,0,0
64000.0,22700.0,0.167,739.0,10.3,0,0
152500.0,38500.0,0.099,710.0,1.5,0,0
65800.0,31000.0,0.169,679.0,5.1,0,0
97100.0,27200.0,0.265,715.0,1.3,0,0
91400.0,14800.0,0.337,763.0,6.7,0,0
94000.0,29500.0,0.438,823.0,6.6,0,0
89600.0,28900.0,0.178,653.0,4.5,0,0
68400.0,24200.0,0.178,777.0,4.1,0,0
58100.0,14500.0,0.166,704.0,5.8,0,0
56200.0,17200.0,0.129,695.0,2.5,0,0
64700.0,17700.0,0.249,673.0,6.2,0,0
72000.0,13700.0,0.035,765.0,3.3,0,0
39700.0,11100.0,0.251,641.0,6.2,0,0
56200.0,23700.0,0.11,728.0,7.3,0,0
61100.0,35900.0,0.206,739.0,2.1,1,1
64400.0,22300.0,0.307,698.0,5.4,1,1
55600.0,19100.0,0.148,653.0,1.5,0,0
82200.0,19700.0,0.122,787.0,4.4,0,0
59800.0,18000.0,0.245,655.0,12.9,1,1
54400.0,29800.0,0.098,728.0,0.5,0,0
40200.0,8000.0,0.216,687.0,6.8,0,0
47200.0,15700.0,0.25,643.0,3.6,0,0
67200.0,38500.0,0.188,756.0,9.9,0,0
64600.0,29200.0,0.374,665.0,8.2,1,1
30400.0,12300.0,0.191,609.0,5.7,0,0
85700.0,31900.0,0.159,705.0,4.6,0,0
48500.0,5200.0,0.186,610.0,2.4,0,0
45200.0,17100.0,0.184,650.0,2.7,0,0
91600.0,25200.0,0.23,708.0,1.1,0,0
93200.0,16300.0,0.02,690.0,4.3,0,0
48300.0,14600.0,0.273,631.0,1.3,0,0
54700.0,18800.0,0.207,,8.3,0,0
40400.0,18600.0,0.353,712.0,10.0,0,0
82400.0,33000.0,0.057,594.0,3.0,1,1
85100.0,18900.0,0.299,619.0,10.3,0,0
53200.0,21300.0,0.106,797.0,4.6,0,0
100900.0,34800.0,0.313,635.0,11.0,1,1
85500.0,26200.0,0.241,727.0,2.9,0,0
59400.0,24300.0,0.14,688.0,8.7,0,0
79800.0,25900.0,0.262,743.0,5.2,0,0
34700.0,14900.0,0.061,625.0,8.2,0,0
56600.0,31900.0,0.101,699.0,5.5,0,0
67700.0,25500.0,0.091,661.0,5.1,0,0
61800.0,25800.0,0.069,,17.1,0,0
127100.0,30500.0,0.161,709.0,6.3,0,0
69100.0,18400.0,0.271,709.0,4.4,1,1
70500.0,11300.0,0.087,643.0,6.1,0,0
39000.0,15800.0,0.033,660.0,13.3,0,0
58100.0,14400.0,0.136,604.0,2.8,0,0
47100.0,10000.0,0.198,696.0,9.1,1,1
141100.0,81100.0,0.095,708.0,3.3,0,0
53600.0,14700.0,0.137,657.0,14.6,0,0
64600.0,14700.0,0.331,695.0,0.8,0,0
94900.0,22700.0,0.183,786.0,8.3,0,0
78000.0,32800.0,0.066,602.0,4.5,0,0
37800.0,13500.0,0.186,755.0,4.6,0,0
77500.0,29900.0,0.219,619.0,7.7,1,1
79500.0,20600.0,0.108,777.0,5.0,0,0
58200.0,33500.0,0.062,664.0,13.3,0,0
72900.0,19100.0,0.083,706.0,7.6,0,0
64300.0,8900.0,0.128,792.0,5.2,0,0
38200.0,15300.0,0.33,642.0,4.2,1,1
50900.0,28500.0,0.126,748.0,8.5,0,0
62500.0,12100.0,0.171,677.0,6.8,0,0
50500.0,9000.0,0.285,745.0,3.5,1,1
74900.0,8200.0,0.1,714.0,0.5,1,1
88000.0,48100.0,0.249,673.0,8.4,0,0
68200.0,25000.0,0.292,575.0,5.3,0,0
54400.0,26000.0,0.433,708.0,8.7,1,1
99900.0,59600.0,0.041,699.0,1.2,0,0
65100.0,32200.0,0.362,714.0,7.5,0,0
70200.0,29300.0,0.039,689.0,8.4,0,0
47500.0,11500.0,0.26,654.0,0.8,0,0
57500.0,8100.0,0.147,,6.9,0,0
87900.0,22600.0,0.177,611.0,19.1,0,0
80400.0,9400.0,0.261,612.0,1.6,1,1
58100.0,30400.0,0.163,714.0,3.2,0,0
62200.0,29700.0,0.28,678.0,0.8,1,1
66500.0,29100.0,0.272,584.0,2.5,1,1
44600.0,17200.0,0.215,710.0,3.2,1,1
58100.0,23900.0,0.479,637.0,1.9,1,1
51800.0,17700.0,0.167,709.0,2.8,1,1
38200.0,5100.0,0.164,701.0,5.3,0,0
65400.0,38800.0,0.152,742.0,1.0,0,0
59000.0,11500.0,0.174,729.0,7.5,0,0
37100.0,4500.0,0.17,,13.2,0,0
46900.0,16800.0,0.329,649.0,2.8,0,0
60100.0,9600.0,0.096,649.0,7.3,0,0
22500.0,6500.0,0.235,766.0,0.9,0,0
66100.0,34100.0,0.117,610.0,11.8,0,0
68100.0,21100.0,0.123,658.0,5.0,0,0
77800.0,17500.0,0.255,713.0,2.5,1,1
50300.0,18200.0,0.265,613.0,7.8,1,1
37700.0,7200.0,0.236,628.0,5.0,0,0
77200.0,21100.0,0.082,598.0,7.3,0,0
38300.0,22200.0,0.259,702.0,1.1,1,1
74900.0,15900.0,0.102,601.0,9.6,0,0
48900.0,24800.0,0.226,600.0,10.8,1,1
43500.0,24400.0,0.198,733.0,12.9,1,1
68700.0,41000.0,0.019,569.0,2.0,1,1
91800.0,9200.0,0.407,645.0,7.3,0,0
58700.0,6000.0,0.121,680.0,6.9,0,0
56900.0,9600.0,0.214,646.0,9.3,1,1
34300.0,13700.0,0.166,655.0,4.0,0,0
82900.0,30200.0,0.214,709.0,11.7,0,0
63600.0,33200.0,0.335,623.0,7.3,1,1
56400.0,7500.0,0.107,711.0,6.4,0,0
98000.0,32100.0,0.085,701.0,4.6,0,0
35800.0,17700.0,0.167,639.0,6.6,0,0
52000.0,22000.0,0.059,722.0,9.6,0,0
62100.0,16800.0,0.354,640.0,2.7,1,1
55900.0,11200.0,0.241,668.0,9.3,0,0
26400.0,8100.0,0.087,653.0,1.0,0,0
70100.0,12400.0,0.123,638.0,1.0,1,1
61300.0,11200.0,0.243,687.0,3.6,0,0
88300.0,45000.0,0.113,565.0,1.0,0,0
126600.0,16300.0,0.493,638.0,18.8,0,0
58100.0,30300.0,0.339,656.0,5.1,0,0
70900.0,12000.0,0.108,713.0,1.8,0,0
67700.0,12500.0,0.171,700.0,17.2,0,0
65800.0,9700.0,0.398,658.0,7.6,0,0
59100.0,15600.0,0.073,765.0,0.7,0,0
71000.0,26600.0,0.085,604.0,7.9,0,0
92000.0,29400.0,0.144,674.0,6.5,0,0
46100.0,24900.0,0.065,685.0,3.1,0,0
120600.0,50500.0,0.336,612.0,5.9,0,0
74000.0,20500.0,0.401,606.0,6.6,1,1
68900.0,22200.0,0.05,691.0,1.8,0,0
28200.0,5900.0,0.196,651.0,3.5,0,0
61800.0,27800.0,0.261,733.0,3.9,0,0
44100.0,16000.0,0.279,649.0,1.5,0,0
75800.0,31400.0,0.406,657.0,2.5,1,1
86600.0,10000.0,0.125,751.0,1.6,0,0
92700.0,49800.0,0.197,614.0,8.7,0,0
58500.0,32000.0,0.21,682.0,5.5,1,1
60400.0,27900.0,0.214,733.0,7.5,0,0
72200.0,10300.0,0.285,680.0,3.3,1,1
29700.0,8100.0,0.166,651.0,3.8,0,0
53300.0,12600.0,0.163,732.0,12.2,0,0
51300.0,16000.0,0.115,586.0,12.7,0,0
74400.0,11200.0,0.256,670.0,3.9,0,0
52800.0,11300.0,0.292,632.0,7.0,1,1
80400.0,26000.0,0.256,687.0,12.6,0,0
58000.0,30900.0,0.143,659.0,4.9,0,0
83600.0,43300.0,0.254,644.0,3.9,1,1
134800.0,57400.0,0.241,721.0,5.8,1,1
107000.0,11900.0,0.13,685.0,6.6,0,0
86400.0,30100.0,0.169,701.0,4.2,1,1
92600.0,52400.0,0.15,722.0,9.7,0,0
54500.0,12100.0,0.057,588.0,8.0,0,0
47300.0,5500.0,0.204,661.0,9.4,0,0
46100.0,12200.0,0.364,665.0,1.3,1,1
66400.0,21300.0,0.258,721.0,0.2,1,1
103800.0,60100.0,0.208,577.0,0.3,0,0
48000.0,28500.0,0.299,704.0,10.9,0,0
73100.0,10400.0,0.186,744.0,15.9,0,0
40100.0,16500.0,0.063,653.0,26.2,0,0
40500.0,12100.0,0.227,716.0,0.8,0,0
83700.0,37800.0,0.199,669.0,20.4,0,0
48800.0,26800.0,0.193,712.0,5.4,0,0
48300.0,23000.0,0.216,735.0,8.8,0,0
123800.0,40500.0,0.134,704.0,5.4,0,0
63500.0,7500.0,0.2,777.0,2.1,0,0
61000.0,34300.0,0.299,639.0,2.0,1,1
57200.0,32500.0,0.243,732.0,4.0,0,0
71700.0,30200.0,0.155,808.0,8.5,0,0
48400.0,26300.0,0.233,666.0,2.8,0,1
63300.0,16800.0,0.3,666.0,2.1,0,0
90700.0,24900.0,0.197,662.0,7.4,0,0
55400.0,32300.0,0.266,628.0,2.4,0,0
27000.0,7200.0,0.218,609.0,5.7,0,0
49300.0,16100.0,0.012,792.0,5.4,0,0
81100.0,21300.0,0.11,651.0,3.3,0,0
91800.0,19100.0,0.246,740.0,1.9,0,0
70400.0,22400.0,0.206,736.0,7.6,0,0
102200.0,48700.0,0.323,736.0,3.0,0,0
43100.0,20200.0,0.216,590.0,13.1,1,1
97000.0,12000.0,0.37,644.0,13.8,0,1
66700.0,17600.0,0.177,703.0,14.1,0,0
78500.0,39500.0,0.303,685.0,8.1,0,0
22800.0,11800.0,0.234,692.0,1.6,0,0
84700.0,22300.0,0.147,665.0,8.8,1,1
67300.0,33700.0,0.373,614.0,7.5,1,1
120900.0,55700.0,0.152,696.0,3.2,0,0
66200.0,18200.0,0.16,658.0,1.3,0,0
44100.0,16200.0,0.246,579.0,8.2,1,1
46800.0,8700.0,0.133,667.0,2.3,0,0
71500.0,8200.0,0.177,623.0,3.6,0,0
69100.0,14600.0,0.072,754.0,8.4,0,0
49700.0,19300.0,0.265,592.0,8.6,1,1
42700.0,20900.0,0.169,634.0,4.0,0,0
105400.0,58700.0,0.314,701.0,3.5,1,1
57000.0,31100.0,0.405,632.0,9.8,1,1
60500.0,7500.0,0.237,775.0,6.3,0,0
51400.0,27200.0,0.287,679.0,18.2,0,0
101100.0,15400.0,0.35,681.0,5.4,0,0
91600.0,13000.0,0.025,705.0,5.2,0,0
43400.0,11100.0,0.224,818.0,3.0,1,1
60400.0,14800.0,0.055,706.0,4.7,0,0
44900.0,23500.0,0.229,711.0,4.8,1,1
118600.0,34600.0,0.177,,1.3,1,1
72400.0,17800.0,0.215,668.0,4.6,1,1
56200.0,20800.0,0.256,776.0,1.9,0,0
55100.0,31500.0,0.14,721.0,4.4,0,0
75000.0,18100.0,0.178,671.0,17.1,0,0
56900.0,29200.0,0.243,624.0,0.2,1,1
106400.0,49400.0,0.259,695.0,2.4,1,1
44800.0,15000.0,0.119,688.0,3.4,0,0
40200.0,19000.0,0.192,599.0,3.1,0,0
101600.0,35400.0,0.162,618.0,5.3,1,1
53400.0,24100.0,0.501,592.0,8.1,1,1
101900.0,28200.0,0.322,719.0,5.6,0,0
84400.0,28500.0,0.175,664.0,2.8,0,0
38500.0,7900.0,0.238,603.0,6.3,0,0
50100.0,12900.0,0.085,631.0,4.2,0,0
63100.0,37600.0,0.267,697.0,9.4,0,0
57400.0,22900.0,0.259,619.0,3.6,0,0
68900.0,28500.0,0.243,627.0,2.3,0,0
50000.0,13200.0,0.113,670.0,10.8,0,0
60200.0,24500.0,0.067,694.0,15.6,0,0
88000.0,20100.0,0.137,627.0,4.1,0,0
98900.0,28400.0,0.091,577.0,6.0,0,0
47000.0,27700.0,0.253,733.0,5.3,1,1
57200.0,27600.0,0.095,675.0,6.3,0,0
59300.0,18700.0,0.094,706.0,2.2,1,1
38700.0,14700.0,0.303,672.0,1.9,0,0
86100.0,22000.0,0.221,,5.6,1,1
75500.0,34100.0,0.213,699.0,13.1,0,0
74400.0,18300.0,0.137,,1.1,0,0
59700.0,31100.0,0.38,703.0,5.0,0,0
84100.0,48200.0,0.244,728.0,3.0,0,0
86900.0,37800.0,0.172,640.0,12.1,0,0
93100.0,18700.0,0.1,665.0,1.3,1,1
58400.0,18600.0,0.01,643.0,8.7,0,0
70100.0,17100.0,0.201,651.0,10.3,0,0
54100.0,15400.0,0.158,533.0,4.2,0,0
55400.0,10000.0,0.213,575.0,4.7,1,1
87400.0,35200.0,0.029,717.0,3.3,0,0
63200.0,16600.0,0.18,614.0,2.6,0,0
58800.0,10800.0,0.106,631.0,8.5,0,0
76600.0,43600.0,0.342,698.0,2.2,1,1
78300.0,9000.0,0.102,598.0,1.2,1,1
47600.0,28500.0,0.158,786.0,7.6,0,0
49400.0,7500.0,0.371,765.0,12.5,1,1
79600.0,25600.0,0.189,558.0,1.9,0,0
74500.0,25500.0,0.206,741.0,10.1,0,0
57600.0,27100.0,0.169,728.0,1.9,0,0
94200.0,52500.0,0.21,731.0,6.6,0,0
59900.0,17500.0,0.356,594.0,7.4,0,0
31500.0,14300.0,0.135,661.0,2.4,1,1
46900.0,5300.0,0.113,696.0,6.6,0,0
37000.0,4200.0,0.289,667.0,2.9,0,0
92600.0,24800.0,0.27,698.0,2.2,0,0
74000.0,21700.0,0.197,681.0,1.8,0,0
64600.0,18900.0,0.386,746.0,4.7,0,0
27500.0,8500.0,0.289,587.0,2.9,1,1
37000.0,15200.0,0.036,726.0,8.5,0,0
58800.0,12300.0,0.041,727.0,10.6,0,0
33300.0,9700.0,0.147,764.0,3.1,0,0
86200.0,22900.0,0.103,567.0,0.9,0,0
59800.0,35700.0,0.148,572.0,9.7,0,0
59000.0,10900.0,0.233,637.0,7.9,0,0
60600.0,7600.0,0.226,717.0,3.0,0,0
44500.0,8600.0,0.424,641.0,4.5,1,1
43000.0,19900.0,0.23,774.0,2.8,0,0
31900.0,5900.0,0.104,618.0,3.8,0,0
62500.0,24700.0,0.29,709.0,2.6,0,0
71500.0,31400.0,0.332,693.0,8.1,0,0
57100.0,13600.0,0.081,738.0,7.5,0,0
56200.0,28800.0,0.151,697.0,2.0,0,0
44600.0,25600.0,0.252,642.0,3.6,1,1
67700.0,15400.0,0.199,547.0,3.3,0,0
26300.0,7100.0,0.17,673.0,9.8,0,0
42100.0,15700.0,0.111,,5.7,0,0
49200.0,13100.0,0.146,649.0,8.0,0,0
51900.0,27900.0,0.292,674.0,9.0,1,1
66900.0,39800.0,0.238,729.0,4.2,0,0
58000.0,19500.0,0.171,623.0,0.6,1,1
65500.0,29100.0,0.276,689.0,6.3,0,0
95900.0,12200.0,0.166,725.0,1.6,0,0
100200.0,44500.0,0.237,646.0,11.0,0,0
77800.0,14900.0,0.056,714.0,5.3,0,0
96000.0,29400.0,0.189,688.0,19.5,1,1
113600.0,68100.0,0.42,,7.4,1,1
70600.0,14000.0,0.095,,2.3,0,0
38000.0,19300.0,0.054,542.0,5.5,0,0
88100.0,11700.0,0.285,672.0,10.3,0,0
43800.0,22800.0,0.254,747.0,6.3,0,0
119000.0,17400.0,0.089,737.0,7.3,0,0
113400.0,11900.0,0.185,689.0,5.2,0,0
51700.0,7600.0,0.178,735.0,2.3,0,0
42200.0,19400.0,0.154,758.0,0.3,0,0
48700.0,13500.0,0.249,634.0,2.5,0,0
60600.0,10800.0,0.072,747.0,7.4,0,0
97100.0,46100.0,0.381,673.0,4.5,0,0
40200.0,17300.0,0.175,720.0,7.2,0,0
84400.0,12300.0,0.267,643.0,12.3,0,0
30000.0,11700.0,0.152,708.0,3.0,0,0
94800.0,31700.0,0.401,580.0,0.7,1,1
60700.0,32800.0,0.196,622.0,17.1,1,1
66500.0,35700.0,0.329,694.0,6.3,1,1
59700.0,18700.0,0.072,810.0,3.8,0,0
86000.0,32400.0,0.083,693.0,7.9,0,0
70600.0,21200.0,0.134,751.0,0.7,0,0
111900.0,23100.0,0.267,707.0,2.1,0,0
33300.0,15200.0,0.266,,1.2,1,1
45200.0,19900.0,0.443,705.0,3.5,1,1
38700.0,5600.0,0.349,632.0,2.4,1,1
79700.0,40400.0,0.18,554.0,0.5,1,1
34300.0,19100.0,0.179,779.0,12.5,0,0
145200.0,44400.0,0.13,617.0,7.9,0,0
64000.0,16600.0,0.294,757.0,2.3,0,0
95100.0,19700.0,0.053,659.0,3.9,0,0
44200.0,21800.0,0.103,655.0,1.4,0,0
66400.0,13200.0,0.249,617.0,2.1,1,1
77100.0,40600.0,0.156,627.0,5.9,0,0
48400.0,13000.0,0.248,613.0,16.1,1,1
57200.0,11400.0,0.333,717.0,4.7,0,0
106900.0,64000.0,0.171,712.0,4.6,0,0
96600.0,51100.0,0.138,615.0,3.1,1,1
75900.0,20900.0,0.085,,7.0,0,0
123600.0,26500.0,0.309,676.0,2.8,0,0
31400.0,13800.0,0.224,673.0,7.2,0,0
68700.0,27700.0,0.13,609.0,3.2,0,0
54300.0,28000.0,0.22,710.0,9.5,1,1
102000.0,41400.0,0.089,726.0,0.9,0,0
91400.0,27800.0,0.058,726.0,5.8,0,0
93400.0,29200.0,0.092,585.0,3.3,0,0
50300.0,12700.0,0.242,727.0,6.3,0,0
75500.0,15900.0,0.135,773.0,5.1,0,0
90500.0,24800.0,0.185,675.0,7.3,0,0
97600.0,43300.0,0.069,742.0,5.9,0,0
44800.0,26800.0,0.082,599.0,4.4,0,0
48800.0,26200.0,0.074,660.0,14.6,0,0
67600.0,13700.0,0.079,692.0,12.9,0,0
101000.0,49900.0,0.181,766.0,10.5,0,0
77000.0,12600.0,0.351,675.0,1.4,1,1
100400.0,54400.0,0.235,624.0,9.3,0,0
31300.0,7300.0,0.329,599.0,3.2,1,1
56400.0,19300.0,0.294,648.0,12.4,0,0
73800.0,12900.0,0.054,707.0,3.3,0,0
68100.0,23900.0,0.347,735.0,2.0,1,1
32000.0,18500.0,0.26,,4.1,0,0
91100.0,48600.0,0.278,615.0,3.0,1,1
70000.0,20600.0,0.352,802.0,2.5,0,0
52700.0,7800.0,0.15,725.0,4.5,0,0
94300.0,38300.0,0.178,672.0,1.5,0,0
33800.0,15600.0,0.126,676.0,3.4,0,0
51800.0,28600.0,0.143,725.0,5.7,0,0
84500.0,40400.0,0.148,626.0,8.6,0,0
70700.0,38500.0,0.206,662.0,11.6,0,0
57300.0,26900.0,0.068,656.0,6.4,0,0
58800.0,16700.0,0.136,600.0,2.0,0,0
57100.0,33600.0,0.272,613.0,9.9,0,0
84000.0,20100.0,0.209,664.0,8.5,0,0
55700.0,18600.0,0.255,704.0,15.3,0,0
78600.0,32400.0,0.193,642.0,4.9,0,0
29900.0,12000.0,0.364,683.0,6.8,1,1
95300.0,42200.0,0.345,708.0,12.6,0,0
145700.0,56400.0,0.333,732.0,7.0,1,1
73800.0,12100.0,0.175,707.0,10.2,0,0
60200.0,30400.0,0.116,721.0,5.2,0,0
51400.0,23200.0,0.324,703.0,9.2,0,0
79200.0,13600.0,0.063,682.0,10.2,0,0
49400.0,21100.0,0.262,665.0,3.5,0,0
46600.0,10000.0,0.046,611.0,0.7,0,1
29400.0,10500.0,0.037,717.0,11.6,0,0
67500.0,22200.0,0.193,649.0,4.3,0,0
56000.0,10700.0,0.236,622.0,1.2,1,1
57100.0,17300.0,0.096,694.0,2.6,0,0
61900.0,15400.0,0.059,678.0,3.0,0,0
48400.0,22800.0,0.313,786.0,16.2,0,0
66200.0,8400.0,0.13,668.0,1.8,0,0
42500.0,11000.0,0.297,732.0,13.9,0,0
59500.0,6800.0,0.323,,0.9,0,0
56200.0,23500.0,0.446,,2.0,1,1
34100.0,19100.0,0.052,729.0,6.6,0,0
40600.0,14900.0,0.223,628.0,1.1,1,1
50400.0,28400.0,0.188,658.0,1.8,0,0
50900.0,20500.0,0.345,648.0,2.3,0,0
67900.0,34800.0,0.199,688.0,7.6,0,0
53800.0,18900.0,0.394,592.0,3.2,1,1
60900.0,32400.0,0.278,782.0,14.8,0,0
53700.0,8000.0,0.066,707.0,11.7,0,0
25000.0,8600.0,0.026,561.0,5.6,0,0
59400.0,14500.0,0.118,713.0,3.4,0,0
46200.0,10600.0,0.284,755.0,2.0,0,0
58600.0,22800.0,0.27,669.0,22.5,0,0
47400.0,7600.0,0.1,678.0,7.4,0,0
78000.0,43300.0,0.155,678.0,8.3,0,0
61000.0,16000.0,0.223,632.0,9.8,1,1
79400.0,10900.0,0.156,709.0,3.3,0,0
81500.0,17600.0,0.07,617.0,4.3,0,0
50800.0,14300.0,0.305,646.0,6.3,0,0
82500.0,24900.0,0.209,659.0,12.1,0,0
67200.0,7100.0,0.36,783.0,7.2,0,0
42800.0,8300.0,0.235,684.0,13.2,0,0
59500.0,21800.0,0.202,691.0,3.7,0,0
64100.0,15000.0,0.307,611.0,6.5,1,1
96700.0,26900.0,0.157,661.0,8.1,0,0
54900.0,24000.0,0.096,646.0,12.4,0,0
107400.0,50800.0,0.408,613.0,9.1,1,1
81200.0,30000.0,0.288,727.0,3.5,1,1
29600.0,9200.0,0.047,638.0,15.5,0,0
43200.0,13500.0,0.231,736.0,3.2,0,0
76100.0,18900.0,0.082,701.0,4.1,0,0
37300.0,22200.0,0.364,593.0,4.1,0,1
73200.0,12000.0,0.098,614.0,1.3,0,0
100600.0,50300.0,0.191,664.0,3.3,0,0
56400.0,14100.0,0.159,665.0,5.9,1,1
101500.0,53900.0,0.066,680.0,8.9,0,0
98500.0,55900.0,0.227,659.0,2.6,1,1
60800.0,25000.0,0.11,750.0,8.0,0,0
61300.0,31800.0,0.298,,4.6,0,0
66100.0,35100.0,0.206,658.0,3.8,1,1
72400.0,18900.0,0.234,765.0,2.8,0,0
35900.0,5200.0,0.233,790.0,1.4,1,1
58900.0,34200.0,0.183,729.0,7.7,0,0
34500.0,16200.0,0.112,706.0,6.6,0,0
54900.0,29500.0,0.115,749.0,2.9,0,0
57400.0,6000.0,0.075,701.0,3.9,0,0
32800.0,16000.0,0.243,622.0,6.1,0,0
39800.0,19400.0,0.273,726.0,2.6,0,0
53900.0,25400.0,0.293,713.0,13.0,0,0
132100.0,78900.0,0.083,668.0,1.6,0,0
38200.0,21500.0,0.159,661.0,3.2,0,0
64800.0,35300.0,0.13,605.0,3.9,0,0
45300.0,12800.0,0.057,736.0,4.9,0,0
54400.0,10200.0,0.289,570.0,8.1,1,1
87500.0,28300.0,0.463,624.0,6.5,1,1
69100.0,7400.0,0.21,561.0,7.2,0,0
72000.0,29200.0,0.202,710.0,9.7,0,0
73600.0,19500.0,0.087,772.0,3.1,0,0
75800.0,7800.0,0.018,692.0,15.2,0,0
29100.0,16600.0,0.23,717.0,1.6,0,0
71000.0,22100.0,0.133,613.0,2.6,0,0
60200.0,31900.0,0.196,790.0,4.4,0,0
71300.0,26700.0,0.227,680.0,7.4,0,0
83100.0,24200.0,0.267,738.0,5.3,0,0
71700.0,14900.0,0.177,807.0,8.1,0,0
78900.0,36200.0,0.157,610.0,17.5,0,0
41100.0,8200.0,0.268,609.0,1.2,1,1
72500.0,41200.0,0.231,802.0,2.5,0,0
59700.0,30900.0,0.185,671.0,3.7,0,0
60200.0,22500.0,0.311,690.0,16.2,0,0
97700.0,45400.0,0.139,,4.8,0,0
52300.0,11300.0,0.156,714.0,3.2,0,0
49100.0,17000.0,0.364,617.0,4.6,1,1
39100.0,18500.0,0.06,746.0,1.3,0,0
55900.0,13000.0,0.315,694.0,1.4,0,0
90200.0,26800.0,0.182,650.0,4.9,0,0
34600.0,19800.0,0.286,685.0,10.1,0,0
67700.0,21600.0,0.21,680.0,15.1,0,0
25600.0,4100.0,0.224,736.0,9.1,0,0
48700.0,13200.0,0.139,666.0,19.4,0,0
72300.0,15100.0,0.193,708.0,3.2,0,0
51300.0,5200.0,0.124,718.0,5.6,0,0
40700.0,23600.0,0.239,717.0,0.5,0,0
54500.0,16700.0,0.161,670.0,9.7,0,0
87600.0,28600.0,0.075,673.0,3.8,0,0
104500.0,12400.0,0.113,604.0,2.1,0,0
105300.0,29600.0,0.307,,4.8,0,0
78700.0,11500.0,0.073,651.0,6.4,0,0
70300.0,9200.0,0.198,708.0,3.9,0,0
87500.0,33200.0,0.435,665.0,0.9,1,1
41400.0,22800.0,0.143,592.0,9.3,0,0
44200.0,10000.0,0.252,625.0,3.4,0,0
97400.0,35600.0,0.082,585.0,4.0,1,1
83700.0,26100.0,0.137,673.0,1.5,0,0
84200.0,35000.0,0.294,,10.5,0,0
67000.0,37500.0,0.101,686.0,5.8,0,0
46500.0,8200.0,0.122,606.0,7.3,0,0
42500.0,17000.0,0.312,661.0,18.2,0,0
86100.0,46300.0,0.214,726.0,3.0,0,0
90600.0,35900.0,0.033,596.0,12.1,0,0
41900.0,11100.0,0.172,695.0,1.1,0,0
47900.0,6400.0,0.308,693.0,1.3,1,1
59800.0,22100.0,0.367,637.0,1.8,1,1
84200.0,30200.0,0.235,702.0,6.4,0,0
55000.0,16300.0,0.317,737.0,2.4,0,0
46000.0,12400.0,0.101,557.0,8.5,0,0
87600.0,12300.0,0.198,633.0,5.7,1,1
76400.0,21000.0,0.087,720.0,8.0,0,0
48600.0,18500.0,0.183,746.0,5.1,0,0
49200.0,28400.0,0.221,,3.4,0,0
91400.0,47500.0,0.183,702.0,6.8,0,0
39600.0,10600.0,0.151,667.0,1.6,0,0
56000.0,29400.0,0.175,709.0,2.0,0,0
72600.0,22800.0,0.142,689.0,3.4,0,0
65700.0,16700.0,0.407,695.0,8.6,0,0
85800.0,28900.0,0.177,707.0,3.5,0,0
34100.0,9200.0,0.254,701.0,3.6,0,0
62400.0,15700.0,0.335,758.0,8.5,1,1
68900.0,34900.0,0.049,679.0,2.0,0,0
69700.0,27000.0,0.199,663.0,1.4,0,0
75900.0,44500.0,0.323,705.0,6.3,1,1
41200.0,17700.0,0.105,790.0,9.9,0,0
102800.0,60200.0,0.187,662.0,2.5,0,0
72700.0,26500.0,0.269,729.0,10.5,0,0
75400.0,29000.0,0.378,705.0,5.2,1,1
50700.0,30200.0,0.171,713.0,5.8,0,0
66000.0,35300.0,0.231,608.0,5.7,0,0
98800.0,24600.0,0.205,663.0,3.2,0,0
61700.0,17900.0,0.176,724.0,3.0,0,0
66400.0,32100.0,0.171,691.0,3.9,0,0
69300.0,25400.0,0.33,,4.8,0,0
35000.0,4200.0,0.177,667.0,3.3,1,1
58400.0,34500.0,0.123,613.0,6.5,0,0
79000.0,28200.0,0.299,714.0,12.8,0,0
52300.0,11000.0,0.217,617.0,13.3,1,1
61100.0,27300.0,0.196,716.0,3.7,0,0
61300.0,31000.0,0.177,,6.1,0,0
35700.0,9700.0,0.403,636.0,1.6,1,1
82200.0,37400.0,0.213,688.0,6.7,0,0
38600.0,9000.0,0.244,625.0,2.0,0,0
