income,loan_amount,debt_ratio,credit_score,years_employed,default
57000.0,18900.0,0.176,696.0,1.4,0
39900.0,7300.0,0.304,582.0,5.0,1
48600.0,9600.0,0.169,656.0,0.9,0
72000.0,20900.0,0.33,,5.7,0
71200.0,40800.0,0.057,598.0,5.4,0
64400.0,18000.0,0.058,685.0,2.8,0
87800.0,39900.0,0.172,651.0,8.7,0
47300.0,13500.0,0.387,738.0,9.2,0
60800.0,18400.0,0.091,,1.4,0
80100.0,13600.0,0.145,693.0,12.6,0
76100.0,14600.0,0.192,650.0,2.9,0
90200.0,43800.0,0.199,591.0,12.2,0
71200.0,22400.0,0.166,649.0,2.2,0
55600.0,13500.0,0.146,632.0,9.5,1
70400.0,41800.0,0.249,680.0,3.6,0
43700.0,23600.0,0.163,,11.0,0
34900.0,8100.0,0.077,783.0,9.2,0
76000.0,24100.0,0.261,695.0,3.0,0
60800.0,23300.0,0.053,680.0,7.1,0
69100.0,12700.0,0.129,671.0,2.8,1
34200.0,10700.0,0.312,695.0,10.5,0
54600.0,13200.0,0.403,667.0,4.6,0
50300.0,25400.0,0.181,775.0,1.4,0
45800.0,6700.0,0.225,637.0,3.9,0
28200.0,16800.0,0.255,685.0,4.9,0
55100.0,12000.0,0.399,645.0,1.6,1
84900.0,22500.0,0.053,731.0,2.4,0
70800.0,9800.0,0.094,778.0,11.6,0
50200.0,27900.0,0.345,715.0,8.2,0
61700.0,31700.0,0.28,689.0,3.0,1
80800.0,10800.0,0.143,682.0,4.7,0
23600.0,8600.0,0.371,,7.7,0
59400.0,17500.0,0.38,653.0,6.8,1
75000.0,30200.0,0.276,770.0,5.6,0
78700.0,21100.0,0.123,776.0,2.5,0
112400.0,65000.0,0.307,735.0,7.0,0
92200.0,19300.0,0.369,724.0,5.2,0
69200.0,35300.0,0.191,657.0,4.1,0
68900.0,16100.0,0.093,780.0,3.1,0
81700.0,34700.0,0.192,604.0,4.5,0
51300.0,16100.0,0.236,640.0,4.0,0
61100.0,22200.0,0.054,796.0,6.1,0
85100.0,30700.0,0.035,657.0,17.1,0
123000.0,50800.0,0.215,635.0,5.8,0
58600.0,7900.0,0.238,589.0,4.3,1
61000.0,7900.0,0.3,737.0,0.4,0
66500.0,38900.0,0.259,745.0,4.4,0
99200.0,22500.0,0.215,692.0,4.2,0
61300.0,17100.0,0.157,591.0,4.8,0
103700.0,22800.0,0.29,676.0,19.2,0
44200.0,18700.0,0.166,638.0,4.1,1
58100.0,34400.0,0.223,730.0,13.1,0
57800.0,17400.0,0.278,680.0,6.7,0
81600.0,21300.0,0.091,705.0,13.7,0
89400.0,24600.0,0.059,704.0,4.4,0
36600.0,4200.0,0.349,765.0,7.5,0
45000.0,6500.0,0.168,774.0,5.9,0
69800.0,8700.0,0.124,616.0,5.4,0
49200.0,12900.0,0.231,706.0,9.0,0
36400.0,21600.0,0.226,617.0,2.3,1
89200.0,15200.0,0.109,639.0,16.5,0
73700.0,27600.0,0.182,680.0,7.7,0
73700.0,15000.0,0.23,621.0,4.7,0
52500.0,6200.0,0.169,672.0,3.5,0
88900.0,46100.0,0.196,749.0,10.6,0
57000.0,9300.0,0.157,707.0,3.9,0
91000.0,15200.0,0.126,592.0,0.7,0
45100.0,22900.0,0.449,676.0,4.1,1
46000.0,10200.0,0.065,669.0,1.9,0
66600.0,13300.0,0.236,633.0,4.2,0
48500.0,27700.0,0.163,793.0,6.0,0
78500.0,15500.0,0.249,685.0,6.3,0
67900.0,35000.0,0.224,685.0,12.6,0
44900.0,11400.0,0.157,738.0,13.7,0
63600.0,24300.0,0.092,691.0,2.8,0
54800.0,14000.0,0.039,610.0,2.6,0
85400.0,23000.0,0.144,683.0,7.5,0
49700.0,28100.0,0.15,706.0,0.8,0
53200.0,29500.0,0.385,691.0,6.9,1
94700.0,17700.0,0.059,740.0,10.3,0
135700.0,62700.0,0.248,730.0,7.4,0
124800.0,21200.0,0.377,711.0,3.4,0
63400.0,15800.0,0.116,674.0,8.6,0
66900.0,9100.0,0.279,685.0,17.7,0
106000.0,44900.0,0.21,789.0,7.8,0
59400.0,27500.0,0.333,594.0,1.3,1
44100.0,20900.0,0.222,745.0,18.7,0
64600.0,31500.0,0.171,708.0,0.7,0
72600.0,21600.0,0.044,646.0,11.4,0
46400.0,8800.0,0.218,683.0,5.7,0
34800.0,3600.0,0.481,717.0,1.9,0
37500.0,12000.0,0.177,607.0,2.7,1
78300.0,44400.0,0.263,680.0,1.1,1
47500.0,15400.0,0.263,715.0,10.2,0
59000.0,24100.0,0.365,635.0,8.3,1
66800.0,37300.0,0.103,691.0,7.8,0
77000.0,40900.0,0.23,760.0,5.2,0
55100.0,25900.0,0.236,695.0,9.0,0
73800.0,29200.0,0.18,637.0,0.5,0
45400.0,9800.0,0.146,598.0,2.7,0
54600.0,25900.0,0.129,588.0,5.5,0
43300.0,13400.0,0.292,737.0,7.0,0
92100.0,41700.0,0.055,673.0,3.2,0
61400.0,13000.0,0.119,680.0,6.9,0
47900.0,27300.0,0.346,672.0,2.2,0
54800.0,10000.0,0.193,644.0,10.0,0
57400.0,28400.0,0.089,779.0,5.9,0
79200.0,43200.0,0.359,722.0,1.0,0
35500.0,6200.0,0.136,765.0,2.1,0
43100.0,23000.0,0.223,680.0,3.5,0
54300.0,22900.0,0.318,717.0,11.4,0
150400.0,60400.0,0.29,720.0,2.6,0
86600.0,19700.0,0.184,623.0,5.2,0
59600.0,15700.0,0.221,637.0,9.5,0
79500.0,17300.0,0.329,640.0,5.0,1
127400.0,40900.0,0.112,739.0,1.5,0
57100.0,24200.0,0.243,696.0,11.5,1
54500.0,25300.0,0.119,645.0,1.3,0
94800.0,42900.0,0.182,722.0,6.5,0
73700.0,20200.0,0.275,648.0,11.1,0
78400.0,21000.0,0.187,691.0,6.4,0
51900.0,25000.0,0.218,680.0,4.8,0
121600.0,71400.0,0.092,638.0,7.3,0
112800.0,23800.0,0.105,680.0,4.0,0
75600.0,23200.0,0.215,687.0,9.3,0
78800.0,18800.0,0.26,560.0,5.9,0
30500.0,17900.0,0.282,674.0,11.8,0
77500.0,8400.0,0.183,765.0,17.3,0
57900.0,31600.0,0.176,563.0,4.1,0
72200.0,34900.0,0.091,733.0,3.5,0
78700.0,20900.0,0.208,697.0,6.6,1
55000.0,24200.0,0.283,618.0,3.7,0
34300.0,9800.0,0.25,,11.4,0
70500.0,29500.0,0.196,623.0,8.1,0
47800.0,14900.0,0.1,601.0,4.0,0
55200.0,30800.0,0.178,705.0,5.3,0
50200.0,16500.0,0.234,699.0,9.5,0
55000.0,27800.0,0.169,586.0,2.2,1
27600.0,10700.0,0.253,655.0,5.4,0
94900.0,27200.0,0.244,,2.2,1
67700.0,39500.0,0.236,680.0,1.6,0
91500.0,18100.0,0.394,743.0,10.1,0
124000.0,68700.0,0.11,644.0,3.3,0
62500.0,36900.0,0.2,705.0,4.2,0
33000.0,17300.0,0.17,719.0,5.1,0
45300.0,18400.0,0.201,633.0,2.7,0
40600.0,16700.0,0.344,703.0,10.1,1
52000.0,29300.0,0.188,690.0,7.3,0
63800.0,20200.0,0.155,706.0,5.9,0
30800.0,15800.0,0.124,660.0,4.6,0
69900.0,34100.0,0.161,736.0,8.6,0
36500.0,19300.0,0.304,680.0,1.6,1
68800.0,22000.0,0.096,767.0,1.1,0
59700.0,25400.0,0.161,742.0,1.7,0
55600.0,8100.0,0.165,611.0,0.9,0
60400.0,8200.0,0.208,653.0,2.9,0
51300.0,7900.0,0.27,707.0,1.0,0
50000.0,23400.0,0.381,738.0,1.0,0
34400.0,9500.0,0.119,646.0,2.2,0
61400.0,34000.0,0.312,685.0,2.4,0
118300.0,16500.0,0.189,,4.3,0
124000.0,23100.0,0.367,678.0,1.2,0
98500.0,51000.0,0.394,738.0,4.7,0
79400.0,24600.0,0.346,630.0,2.7,1
48900.0,10300.0,0.112,711.0,10.4,0
102700.0,50400.0,0.14,641.0,8.0,1
60800.0,13200.0,0.3,707.0,4.7,0
60500.0,35500.0,0.072,634.0,2.5,1
56000.0,13300.0,0.304,669.0,15.8,1
64000.0,33900.0,0.207,734.0,19.1,0
53200.0,18100.0,0.114,632.0,6.2,1
60200.0,34200.0,0.198,688.0,5.7,0
42400.0,10500.0,0.286,719.0,5.9,0
54400.0,30600.0,0.222,678.0,1.2,1
137700.0,34600.0,0.09,669.0,3.1,0
60500.0,19600.0,0.396,684.0,18.6,1
57000.0,23700.0,0.398,636.0,13.3,1
74700.0,28200.0,0.12,725.0,1.5,0
79400.0,34600.0,0.16,,2.0,0
42000.0,18800.0,0.207,778.0,6.4,0
57700.0,13500.0,0.116,699.0,14.7,0
85500.0,8900.0,0.103,743.0,7.9,0
68100.0,31400.0,0.394,657.0,2.7,1
64700.0,25900.0,0.209,710.0,3.5,0
106800.0,40800.0,0.107,635.0,4.5,0
48900.0,17000.0,0.132,697.0,4.0,0
63800.0,36000.0,0.313,667.0,14.2,1
51700.0,12800.0,0.295,736.0,6.4,0
104500.0,58100.0,0.096,575.0,10.9,0
31300.0,5800.0,0.133,675.0,4.9,0
49000.0,21900.0,0.032,668.0,3.7,0
51500.0,29400.0,0.159,720.0,1.2,0
78200.0,13800.0,0.391,,1.8,0
76700.0,37200.0,0.055,661.0,6.1,0
101000.0,23900.0,0.066,752.0,4.2,0
35700.0,4600.0,0.315,650.0,2.5,1
80600.0,25400.0,0.334,663.0,4.1,1
56000.0,25200.0,0.116,745.0,3.0,0
49100.0,11900.0,0.26,571.0,7.6,1
74900.0,43100.0,0.323,706.0,7.4,0
44900.0,4500.0,0.17,702.0,2.5,0
30000.0,7000.0,0.206,698.0,4.8,1
54500.0,14800.0,0.296,588.0,5.1,1
36700.0,10500.0,0.347,608.0,3.9,0
49400.0,12300.0,0.275,639.0,0.8,0
70600.0,7800.0,0.215,638.0,9.7,0
69200.0,14200.0,0.217,720.0,14.8,0
108000.0,24900.0,0.206,660.0,7.7,0
57800.0,25200.0,0.294,760.0,3.4,0
36300.0,10500.0,0.383,683.0,9.5,1
47600.0,22000.0,0.237,717.0,10.0,0
44900.0,14400.0,0.15,648.0,2.8,0
40500.0,10900.0,0.465,652.0,1.9,1
72200.0,13000.0,0.141,707.0,4.4,0
49500.0,10600.0,0.339,731.0,16.1,0
31000.0,17100.0,0.227,649.0,4.1,0
79100.0,25900.0,0.197,753.0,4.7,0
59600.0,15300.0,0.064,671.0,6.0,0
70200.0,14700.0,0.357,768.0,2.5,0
64300.0,34600.0,0.281,618.0,9.6,1
77300.0,34900.0,0.203,665.0,4.1,0
62800.0,28100.0,0.139,719.0,6.4,0
95600.0,48000.0,0.042,680.0,7.2,0
71900.0,15900.0,0.234,680.0,1.7,0
71100.0,33100.0,0.123,719.0,9.8,1
71600.0,9700.0,0.14,680.0,3.2,0
37200.0,16100.0,0.072,663.0,12.3,0
58500.0,15300.0,0.037,725.0,0.3,0
56600.0,24400.0,0.1,661.0,1.6,0
66700.0,14200.0,0.148,642.0,10.5,0
38500.0,10700.0,0.201,753.0,6.4,0
109800.0,47800.0,0.122,654.0,7.8,0
64300.0,36600.0,0.192,658.0,1.3,0
40600.0,11000.0,0.227,725.0,0.6,0
34100.0,6300.0,0.044,632.0,6.9,0
56200.0,9100.0,0.261,634.0,6.5,0
60100.0,26200.0,0.099,670.0,11.2,1
48200.0,26400.0,0.099,689.0,4.5,0
64000.0,6900.0,0.235,734.0,5.8,0
49500.0,13500.0,0.5,674.0,8.3,1
75200.0,13900.0,0.163,649.0,1.7,0
48100.0,27800.0,0.181,680.0,4.7,0
61200.0,10200.0,0.136,667.0,6.6,0
87300.0,11700.0,0.312,,8.4,1
152500.0,73800.0,0.188,743.0,3.0,0
43600.0,26100.0,0.19,598.0,3.4,1
52700.0,25700.0,0.348,589.0,2.7,1
46200.0,7300.0,0.094,584.0,0.9,0
81600.0,24800.0,0.185,671.0,7.5,1
41500.0,14900.0,0.292,707.0,7.4,0
52300.0,28700.0,0.228,770.0,6.0,0
61400.0,29300.0,0.269,597.0,3.3,1
44000.0,5700.0,0.364,692.0,0.4,0
44300.0,14500.0,0.179,650.0,4.9,1
52500.0,25700.0,0.148,770.0,1.2,0
29700.0,11000.0,0.249,702.0,0.8,0
37400.0,16200.0,0.318,765.0,9.0,0
53700.0,31300.0,0.141,682.0,5.9,0
65300.0,38500.0,0.253,741.0,2.1,1
58100.0,30100.0,0.184,703.0,13.7,0
33300.0,12900.0,0.175,649.0,9.0,1
52700.0,13400.0,0.161,734.0,3.7,0
82000.0,14700.0,0.144,667.0,2.3,0
75300.0,13800.0,0.379,,7.6,1
60300.0,25300.0,0.064,,3.1,0
45400.0,22100.0,0.33,617.0,2.5,1
77300.0,40900.0,0.136,712.0,1.3,0
50600.0,28200.0,0.173,766.0,4.3,0
41200.0,10000.0,0.077,699.0,10.6,0
46800.0,12500.0,0.179,713.0,7.6,0
102900.0,20400.0,0.381,617.0,3.9,1
67000.0,24900.0,0.112,641.0,10.3,0
93000.0,53300.0,0.161,652.0,10.9,0
52400.0,25100.0,0.297,,6.4,1
86100.0,27400.0,0.104,661.0,7.2,0
50200.0,9000.0,0.204,698.0,15.5,0
58700.0,30600.0,0.076,584.0,13.5,0
148000.0,81100.0,0.297,656.0,5.0,0
81100.0,39300.0,0.128,690.0,7.2,0
52000.0,12800.0,0.224,676.0,7.3,0
60200.0,17800.0,0.148,667.0,4.0,0
69500.0,27200.0,0.148,706.0,1.3,0
94700.0,52900.0,0.479,709.0,13.8,0
52200.0,11600.0,0.208,680.0,3.9,1
33700.0,10400.0,0.118,611.0,4.7,0
56200.0,7300.0,0.269,713.0,10.0,0
62300.0,6300.0,0.26,726.0,0.6,1
64400.0,14300.0,0.179,609.0,3.5,0
98300.0,49600.0,0.158,719.0,2.9,0
69300.0,30300.0,0.059,607.0,4.2,0
82400.0,27900.0,0.264,674.0,9.1,0
42200.0,12900.0,0.229,751.0,3.9,0
84000.0,19500.0,0.281,595.0,9.3,1
129100.0,62400.0,0.319,682.0,20.0,0
81300.0,28000.0,0.21,671.0,9.3,0
67800.0,9200.0,0.29,621.0,0.1,0
65400.0,27000.0,0.228,724.0,4.8,0
115900.0,69100.0,0.25,632.0,5.2,1
44800.0,6100.0,0.2,,3.8,0
59600.0,35700.0,0.169,623.0,10.1,0
72800.0,10900.0,0.054,706.0,9.3,0
80400.0,20400.0,0.37,712.0,1.5,0
53200.0,31300.0,0.228,756.0,2.8,0
69000.0,40400.0,0.182,669.0,15.0,0
56300.0,10800.0,0.367,637.0,10.8,1
64700.0,29800.0,0.436,763.0,0.6,0
59200.0,24100.0,0.209,649.0,2.9,1
41600.0,12400.0,0.198,719.0,2.1,0
61500.0,30200.0,0.145,770.0,3.4,0
84300.0,35200.0,0.244,725.0,2.0,0
44200.0,9400.0,0.213,583.0,5.0,0
57000.0,19700.0,0.13,625.0,6.5,0
78200.0,35600.0,0.214,639.0,7.1,0
42600.0,17500.0,0.239,680.0,10.7,0
66100.0,24600.0,0.145,640.0,3.3,0
42800.0,20100.0,0.349,723.0,3.2,1
92200.0,15400.0,0.094,693.0,9.4,0
139300.0,16900.0,0.062,690.0,2.9,0
125800.0,14600.0,0.308,680.0,1.2,0
57400.0,23500.0,0.32,641.0,2.2,1
80300.0,25500.0,0.09,756.0,13.1,0
64700.0,33500.0,0.249,688.0,2.9,0
64300.0,37700.0,0.251,763.0,4.1,0
106600.0,16600.0,0.215,632.0,0.7,0
39100.0,11300.0,0.102,589.0,5.3,1
89700.0,27800.0,0.145,757.0,8.2,0
60900.0,22700.0,0.097,618.0,7.8,0
101500.0,56300.0,0.039,687.0,10.7,0
66200.0,26500.0,0.025,661.0,4.5,0
49000.0,12400.0,0.322,672.0,2.7,0
68300.0,29500.0,0.118,663.0,7.2,0
80200.0,21200.0,0.031,621.0,3.8,0
62800.0,23700.0,0.28,615.0,7.0,0
73500.0,11000.0,0.233,692.0,2.2,1
51700.0,19700.0,0.129,642.0,8.1,0
29400.0,10000.0,0.159,680.0,11.7,0
85000.0,35900.0,0.181,685.0,3.1,0
79200.0,30400.0,0.181,756.0,4.1,0
65300.0,25200.0,0.231,654.0,4.6,1
63500.0,29800.0,0.238,724.0,9.0,0
89100.0,14900.0,0.161,648.0,2.8,0
52800.0,25100.0,0.34,629.0,1.1,1
48400.0,19900.0,0.308,667.0,5.7,0
58000.0,25800.0,0.11,669.0,3.1,0
94000.0,28200.0,0.148,821.0,2.6,1
38200.0,5400.0,0.252,607.0,5.2,0
94100.0,52800.0,0.136,644.0,10.1,0
49600.0,25500.0,0.143,719.0,3.6,0
42200.0,24800.0,0.161,671.0,17.3,0
96400.0,31800.0,0.062,688.0,4.7,0
59900.0,32500.0,0.349,722.0,5.2,1
39300.0,21100.0,0.21,672.0,7.7,0
54700.0,20500.0,0.3,641.0,8.2,0
85900.0,47300.0,0.203,606.0,2.1,1
94100.0,47700.0,0.155,676.0,2.5,0
53400.0,8100.0,0.238,709.0,9.2,0
71500.0,11900.0,0.286,691.0,0.5,0
79600.0,24200.0,0.12,,7.8,0
49500.0,18100.0,0.1,657.0,9.7,0
70200.0,29900.0,0.201,695.0,4.9,0
61300.0,23400.0,0.23,634.0,4.5,0
51400.0,27700.0,0.146,575.0,4.3,1
52200.0,26100.0,0.199,711.0,10.9,1
63500.0,9600.0,0.239,654.0,12.3,1
62700.0,16900.0,0.314,680.0,0.6,0
50900.0,27700.0,0.261,646.0,3.3,0
53400.0,25500.0,0.118,595.0,11.0,0
91500.0,9900.0,0.155,630.0,2.8,0
66800.0,27600.0,0.232,,5.8,1
84500.0,13800.0,0.318,,8.5,0
94400.0,33200.0,0.111,664.0,0.2,0
76200.0,45500.0,0.212,709.0,24.2,0
137300.0,18900.0,0.319,,6.5,0
46400.0,23700.0,0.26,704.0,1.9,1
82300.0,28100.0,0.169,671.0,7.4,1
55500.0,32700.0,0.258,641.0,3.1,0
118700.0,62900.0,0.182,625.0,6.0,1
112400.0,14900.0,0.23,559.0,4.5,1
31300.0,13200.0,0.208,711.0,4.3,0
44200.0,23400.0,0.151,739.0,6.7,0
78200.0,18700.0,0.32,625.0,5.5,1
81700.0,37000.0,0.18,627.0,4.8,0
80200.0,18200.0,0.058,632.0,1.2,1
60500.0,12300.0,0.106,697.0,5.6,0
72700.0,19300.0,0.256,684.0,9.2,0
77900.0,19200.0,0.439,666.0,10.1,0
60300.0,35000.0,0.212,676.0,5.9,0
88800.0,19300.0,0.174,588.0,4.2,0
28100.0,8800.0,0.023,671.0,11.2,1
77400.0,26500.0,0.328,,8.7,0
43200.0,19200.0,0.27,705.0,2.0,1
86700.0,50700.0,0.13,,4.6,0
57200.0,23300.0,0.063,649.0,4.8,0
45400.0,24100.0,0.11,690.0,9.4,0
70700.0,11700.0,0.189,824.0,5.4,0
45100.0,19400.0,0.059,645.0,11.7,0
45000.0,8400.0,0.111,789.0,22.2,0
35800.0,19200.0,0.281,628.0,0.8,1
61400.0,24400.0,0.225,681.0,7.4,0
73800.0,12400.0,0.163,628.0,1.3,0
88700.0,46600.0,0.185,753.0,1.0,1
59000.0,21400.0,0.259,686.0,5.8,0
89500.0,30700.0,0.155,689.0,9.0,0
62400.0,8800.0,0.133,735.0,8.7,0
60000.0,33200.0,0.319,750.0,6.4,1
75800.0,27100.0,0.297,643.0,1.5,1
89800.0,47800.0,0.039,692.0,4.5,0
55000.0,7600.0,0.44,652.0,12.7,0
56900.0,25000.0,0.177,742.0,18.5,0
58600.0,16900.0,0.311,564.0,9.7,1
63800.0,23500.0,0.379,798.0,4.3,0
45200.0,18600.0,0.367,667.0,5.4,1
88800.0,45500.0,0.132,566.0,4.4,1
53900.0,30300.0,0.06,694.0,2.6,0
72900.0,13400.0,0.128,633.0,6.0,0
46400.0,24600.0,0.265,681.0,6.8,0
70300.0,11100.0,0.32,686.0,2.7,1
71100.0,7500.0,0.254,737.0,0.9,0
53500.0,13400.0,0.254,579.0,17.2,1
125800.0,30500.0,0.425,701.0,8.1,0
70600.0,34300.0,0.303,742.0,5.6,0
115500.0,43900.0,0.107,608.0,6.5,0
86700.0,25500.0,0.168,720.0,6.4,0
49200.0,24400.0,0.35,723.0,9.5,0
54200.0,30800.0,0.196,650.0,5.4,0
72200.0,30400.0,0.26,575.0,10.2,0
63300.0,27000.0,0.122,688.0,4.3,0
63100.0,33500.0,0.405,653.0,6.3,1
56100.0,13800.0,0.217,764.0,6.7,0
32900.0,19700.0,0.121,667.0,2.7,0
57300.0,10800.0,0.319,718.0,12.2,1
28500.0,3500.0,0.239,698.0,3.9,0
70600.0,36100.0,0.032,690.0,2.7,0
48100.0,9000.0,0.141,612.0,6.7,0
48300.0,12900.0,0.195,640.0,6.5,1
57400.0,20500.0,0.31,685.0,7.1,1
68200.0,10600.0,0.075,675.0,18.6,0
37600.0,11700.0,0.193,674.0,4.7,0
33600.0,9300.0,0.264,721.0,4.9,0
42700.0,6100.0,0.296,682.0,0.7,1
30300.0,12200.0,0.38,718.0,1.5,1
44200.0,14400.0,0.172,684.0,4.6,0
108200.0,19500.0,0.124,700.0,4.1,0
42800.0,21100.0,0.321,680.0,8.4,0
77900.0,23800.0,0.374,,8.1,1
38400.0,4300.0,0.215,726.0,1.5,0
68800.0,37100.0,0.29,727.0,5.7,0
55400.0,16900.0,0.289,715.0,5.3,1
60700.0,8900.0,0.304,635.0,10.1,0
75700.0,18500.0,0.211,739.0,3.2,0
114600.0,26100.0,0.206,685.0,2.4,0
66400.0,8100.0,0.088,689.0,2.8,0
64800.0,17200.0,0.215,643.0,3.2,1
44100.0,8100.0,0.158,653.0,1.1,0
76000.0,15700.0,0.209,,9.1,0
56900.0,24900.0,0.381,699.0,6.2,1
83000.0,14900.0,0.278,642.0,7.0,1
61100.0,6800.0,0.186,678.0,2.8,0
114000.0,21600.0,0.493,650.0,5.4,0
31000.0,7700.0,0.226,610.0,8.7,0
55900.0,10200.0,0.241,682.0,4.9,1
84400.0,33600.0,0.115,686.0,9.9,0
54800.0,29600.0,0.036,683.0,5.8,0
47000.0,24200.0,0.239,518.0,3.1,1
56500.0,18900.0,0.183,736.0,8.7,0
38300.0,18900.0,0.037,679.0,13.2,0
64600.0,32000.0,0.295,627.0,12.1,1
145700.0,60800.0,0.123,783.0,3.5,0
92600.0,46400.0,0.159,681.0,10.1,0
42100.0,12200.0,0.059,720.0,8.2,0
45700.0,21700.0,0.216,686.0,4.3,0
53800.0,19400.0,0.114,553.0,3.3,1
88100.0,41300.0,0.032,745.0,7.7,0
46500.0,21800.0,0.186,617.0,4.2,0
48700.0,6500.0,0.172,738.0,5.4,0
84500.0,43700.0,0.166,672.0,4.6,0
83900.0,9900.0,0.186,633.0,6.3,0
54400.0,17100.0,0.29,546.0,3.3,1
41900.0,16600.0,0.286,654.0,6.1,0
36000.0,18400.0,0.14,624.0,4.6,0
48500.0,6200.0,0.182,,2.8,0
28400.0,12400.0,0.085,619.0,10.4,1
80600.0,22000.0,0.248,718.0,20.7,0
49700.0,6000.0,0.166,650.0,3.3,0
73400.0,19500.0,0.025,655.0,8.1,0
119200.0,50100.0,0.135,787.0,3.2,0
93500.0,13200.0,0.214,722.0,15.1,0
41400.0,21700.0,0.117,644.0,8.9,0
84000.0,10200.0,0.189,699.0,17.1,0
93000.0,20400.0,0.226,591.0,7.0,1
47700.0,12600.0,0.282,638.0,4.3,0
44400.0,5900.0,0.189,670.0,8.7,0
59700.0,33600.0,0.203,639.0,1.6,0
35400.0,20600.0,0.211,625.0,0.6,0
103700.0,57300.0,0.144,714.0,5.0,0
26700.0,5300.0,0.308,646.0,14.2,1
42100.0,21700.0,0.34,635.0,2.9,0
56400.0,15200.0,0.254,646.0,4.1,1
57300.0,14000.0,0.228,643.0,11.2,0
65700.0,29200.0,0.313,680.0,4.4,0
68200.0,9700.0,0.09,695.0,12.2,0
57500.0,5900.0,0.118,598.0,7.2,0
92300.0,52200.0,0.305,,9.5,0
29300.0,8100.0,0.042,737.0,8.2,0
62000.0,30800.0,0.153,663.0,4.7,1
48300.0,15100.0,0.36,625.0,4.2,1
64900.0,9500.0,0.147,680.0,1.7,0
67000.0,22600.0,0.288,648.0,2.6,1
45100.0,8400.0,0.042,707.0,3.0,0
49500.0,7000.0,0.282,677.0,6.1,0
81800.0,9000.0,0.353,748.0,13.8,0
70100.0,21100.0,0.156,591.0,1.3,0
48900.0,11200.0,0.143,645.0,6.5,1
126600.0,33900.0,0.195,694.0,6.7,0
139100.0,80800.0,0.198,652.0,3.9,0
37200.0,19100.0,0.219,656.0,5.0,0
68900.0,31200.0,0.173,616.0,1.7,0
149200.0,33100.0,0.232,782.0,3.9,1
81600.0,38800.0,0.183,669.0,12.9,0
67000.0,30100.0,0.363,716.0,2.1,0
57600.0,21000.0,0.275,637.0,21.3,0
51300.0,11300.0,0.217,654.0,5.2,0
57600.0,11700.0,0.176,680.0,1.9,0
51100.0,15800.0,0.278,767.0,4.9,0
80500.0,19200.0,0.196,753.0,0.1,0
53900.0,29200.0,0.057,791.0,5.1,0
53100.0,17700.0,0.353,761.0,19.4,0
40700.0,17900.0,0.252,,0.8,0
60900.0,33400.0,0.176,667.0,1.6,0
45300.0,18600.0,0.294,641.0,4.9,1
58200.0,10500.0,0.152,749.0,2.1,0
89300.0,23200.0,0.265,640.0,14.2,0
70500.0,39600.0,0.295,708.0,1.9,1
74000.0,9100.0,0.177,646.0,5.8,0
70200.0,14800.0,0.392,622.0,6.8,1
63300.0,25900.0,0.367,680.0,2.3,0
59300.0,31300.0,0.245,631.0,2.2,0
55700.0,28400.0,0.192,662.0,2.4,1
80900.0,37700.0,0.075,726.0,0.8,0
42400.0,19100.0,0.161,668.0,4.5,0
99100.0,28400.0,0.234,733.0,3.2,0
62700.0,8200.0,0.363,655.0,7.1,0
47700.0,19900.0,0.235,697.0,6.4,0
52200.0,7100.0,0.248,624.0,7.3,0
48900.0,24400.0,0.16,750.0,5.6,0
65600.0,10900.0,0.18,680.0,4.3,1
48200.0,5400.0,0.081,694.0,2.7,0
92500.0,55500.0,0.053,709.0,5.3,0
47200.0,8700.0,0.178,538.0,7.6,0
28000.0,10900.0,0.218,590.0,2.8,0
48000.0,6300.0,0.095,597.0,5.5,0
30700.0,18100.0,0.257,674.0,6.0,0
61100.0,6600.0,0.204,664.0,1.9,0
89800.0,39900.0,0.058,660.0,1.4,0
77800.0,40600.0,0.182,712.0,12.5,0
38800.0,9600.0,0.184,801.0,1.1,0
47500.0,4900.0,0.374,624.0,5.1,1
115500.0,13700.0,0.352,698.0,3.6,0
69300.0,9000.0,0.253,681.0,5.7,0
62100.0,29600.0,0.298,,1.2,1
89700.0,32700.0,0.167,564.0,9.2,0
146300.0,80200.0,0.284,591.0,12.1,0
97600.0,40600.0,0.212,621.0,11.9,1
65100.0,25800.0,0.214,620.0,2.1,0
70200.0,14100.0,0.206,691.0,5.2,0
76900.0,16300.0,0.176,653.0,11.7,0
50000.0,29500.0,0.232,680.0,4.6,0
42800.0,24700.0,0.053,638.0,2.1,0
63100.0,20100.0,0.043,591.0,0.8,0
44500.0,22100.0,0.328,637.0,5.6,1
60700.0,27900.0,0.193,668.0,4.9,0
64100.0,15300.0,0.11,636.0,3.3,0
140700.0,28100.0,0.154,744.0,1.0,0
46000.0,21800.0,0.243,799.0,1.3,0
59400.0,34500.0,0.174,,1.2,1
58500.0,34600.0,0.148,595.0,2.1,0
72300.0,20100.0,0.399,755.0,7.8,0
89400.0,11900.0,0.143,791.0,6.4,0
52200.0,13600.0,0.233,668.0,13.6,0
46500.0,6300.0,0.133,698.0,23.7,0
34900.0,20700.0,0.262,737.0,3.9,0
44800.0,11400.0,0.148,689.0,8.0,0
74800.0,39200.0,0.249,746.0,3.3,1
63000.0,14100.0,0.309,680.0,0.7,1
43500.0,25200.0,0.185,680.0,5.3,0
